C1;C2;C3;C4;C5;C6;C7;C8;C9;C10;C11;C12;C13;C14;C15;C16;C17;C18;C19;C20;C21;C22;
-8.43;-9.6;-9.54;-0.12;-15.74;-14.89;-15.12;-23.52;-26.54;-27.85;-24.56;-24.15;-25.02;-34.72;-44.62;42.03;39.95;-53.28;-57.17;-15.16;-90.82;62.41;
-8.42;-9.46;-9.56;-0.14;-15.44;-14.55;-15.11;-23.13;-26.23;-27.58;-24.17;-23.8;-24.68;-34.32;-44.31;42.45;40.32;-52.84;-56.8;-14.95;-90.45;62.86;
-8.42;-9.41;-9.72;-0.26;-15.29;-14.26;-15.12;-22.75;-26.03;-27.31;-23.77;-23.56;-24.34;-33.99;-43.98;42.86;40.77;-52.41;-56.3;-14.64;-90.12;63.38;
-8.42;-9.4;-9.92;-0.5;-15;-13.86;-15.13;-22.37;-25.76;-27.05;-23.45;-23.38;-24.08;-33.69;-43.67;43.27;41.13;-51.98;-55.87;-14.17;-89.75;63.88;
-8.44;-9.39;-10.22;-0.83;-14.71;-13.49;-15.15;-21.95;-25.52;-26.69;-23.09;-23.2;-23.79;-33.47;-43.34;43.53;41.5;-51.61;-55.42;-13.68;-89.43;64.36;
-8.47;-9.5;-10.53;-1.22;-14.43;-13.17;-15.15;-21.57;-25.22;-26.25;-22.83;-23.06;-23.52;-33.24;-43.08;43.78;41.88;-51.24;-54.84;-13.25;-89.07;64.7;
-8.47;-9.52;-10.72;-1.63;-14.08;-12.97;-15.14;-21.3;-24.89;-25.86;-22.63;-22.76;-23.25;-33.01;-42.83;43.97;42.22;-50.94;-54.35;-12.95;-88.72;64.96;
-8.49;-9.64;-10.78;-2.01;-13.7;-12.84;-15.13;-21.03;-24.54;-25.44;-22.43;-22.52;-22.97;-32.75;-42.5;44.19;42.48;-50.83;-54.06;-12.68;-88.49;65.22;
-8.49;-9.8;-10.71;-2.21;-13.42;-12.96;-15.12;-20.84;-24.24;-25.04;-22.2;-22.26;-22.69;-32.46;-42.13;44.42;42.62;-50.7;-53.79;-12.54;-88.22;65.53;
-8.51;-9.88;-10.57;-2.36;-13.09;-13.13;-15.13;-20.6;-23.9;-24.58;-21.87;-21.99;-22.32;-32.04;-41.83;44.64;42.8;-50.5;-53.56;-12.44;-87.89;65.66;
-8.52;-9.62;-10.38;-2.39;-12.79;-13.4;-15.16;-20.39;-23.51;-24.15;-21.42;-21.61;-21.89;-31.69;-41.51;44.83;42.99;-50.33;-53.3;-12.32;-87.69;65.83;
-8.53;-9.3;-10.22;-2.36;-12.52;-13.8;-15.19;-20.17;-23.18;-23.77;-21.07;-21.19;-21.47;-31.33;-41.25;45.13;43.24;-50.15;-52.97;-12.18;-87.31;66.29;
-8.55;-8.93;-10;-2.21;-12.22;-14.11;-15.23;-19.93;-22.89;-23.51;-20.82;-20.79;-21.04;-31.11;-40.91;45.51;43.54;-49.85;-52.75;-12;-86.99;66.65;
-8.54;-8.58;-9.87;-1.9;-11.96;-14.45;-15.26;-19.71;-22.71;-23.39;-20.66;-20.4;-20.7;-30.87;-40.69;45.85;43.78;-49.68;-52.67;-11.73;-86.72;67.1;
-8.53;-8.23;-9.85;-1.51;-11.82;-14.76;-15.3;-19.52;-22.55;-23.3;-20.59;-20.21;-20.49;-30.79;-40.62;46.15;44.09;-49.44;-52.59;-11.59;-86.56;67.3;
-8.51;-8.01;-9.94;-1.15;-11.77;-14.95;-15.3;-19.33;-22.45;-23.32;-20.55;-20.18;-20.5;-30.77;-40.62;46.33;44.35;-49.25;-52.53;-11.35;-86.46;67.29;
-8.5;-7.75;-10.26;-0.79;-11.7;-15.01;-15.29;-19.2;-22.39;-23.41;-20.62;-20.21;-20.52;-30.78;-40.71;46.48;44.57;-49.1;-52.58;-11.16;-86.5;67.33;
-8.49;-7.64;-10.67;-0.56;-11.74;-14.96;-15.29;-19.06;-22.3;-23.38;-20.49;-20.32;-20.69;-30.9;-40.81;46.57;44.75;-48.84;-52.62;-11;-86.43;67.32;
-8.49;-7.7;-11.17;-0.49;-11.79;-14.83;-15.28;-18.9;-22.18;-23.33;-20.42;-20.37;-20.69;-31.06;-40.93;46.67;44.82;-48.61;-52.64;-10.88;-86.32;67.39;
-8.51;-7.85;-11.7;-0.39;-11.85;-14.76;-15.26;-18.73;-22.03;-23.21;-20.36;-20.49;-20.64;-31.06;-40.91;46.77;44.82;-48.36;-52.67;-10.84;-86.13;67.56;
-8.51;-7.97;-12.05;-0.23;-11.87;-14.74;-15.27;-18.55;-21.82;-23.03;-20.19;-20.48;-20.44;-30.87;-40.74;46.8;45.02;-48.18;-52.57;-10.75;-86.02;67.8;
-8.52;-8.14;-12.28;-0.11;-11.86;-14.75;-15.24;-18.37;-21.56;-22.87;-20.06;-20.45;-20.2;-30.65;-40.55;46.95;45.25;-48.07;-52.43;-10.73;-85.74;68.12;
-8.5;-8.41;-12.28;0.11;-11.73;-14.77;-15.24;-18.09;-21.15;-22.53;-19.73;-20.29;-19.94;-30.36;-40.22;47.17;45.41;-48.05;-52.25;-10.74;-85.58;68.35;
-8.51;-8.52;-12.13;0.27;-11.61;-14.85;-15.23;-17.85;-20.89;-22.28;-19.38;-20.13;-19.65;-30.09;-39.93;47.32;45.51;-47.85;-51.97;-10.85;-85.38;68.45;
-8.52;-8.5;-11.96;0.44;-11.53;-14.84;-15.22;-17.57;-20.62;-22.04;-19.04;-19.91;-19.43;-29.82;-39.73;47.6;45.64;-47.54;-51.63;-10.9;-85.13;68.64;
-8.52;-8.44;-11.85;0.56;-11.46;-14.89;-15.21;-17.24;-20.3;-21.65;-18.67;-19.71;-19.23;-29.58;-39.41;47.83;45.9;-47.28;-51.43;-10.74;-84.89;68.89;
-8.5;-8.3;-11.69;0.68;-11.4;-14.98;-15.24;-16.99;-20.09;-21.33;-18.39;-19.47;-18.93;-29.26;-39.17;48.1;46.19;-47.14;-51.26;-10.56;-84.88;69.24;
-8.51;-8.18;-11.57;0.68;-11.34;-15.07;-15.26;-16.87;-19.99;-21.08;-18.37;-19.25;-18.68;-28.96;-38.92;48.42;46.45;-47.04;-50.98;-10.41;-84.92;69.45;
-8.5;-7.96;-11.53;0.6;-11.23;-15.1;-15.29;-16.88;-19.98;-21.04;-18.54;-19.04;-18.53;-28.87;-38.76;48.72;46.71;-47.01;-50.66;-10.29;-85.03;69.34;
-8.51;-7.77;-11.58;0.47;-11.11;-15.17;-15.3;-17.09;-20.23;-21.23;-18.93;-18.78;-18.52;-28.87;-38.75;48.83;46.79;-47.08;-50.45;-10.42;-85.25;69.21;
-8.54;-7.58;-11.72;0.23;-10.99;-15.11;-15.31;-17.35;-20.55;-21.46;-19.33;-18.72;-18.7;-29.05;-38.8;48.57;46.56;-47.21;-50.49;-10.51;-85.4;68.85;
-8.56;-7.49;-11.92;-0.12;-10.98;-14.95;-15.3;-17.68;-21.03;-21.77;-19.79;-18.65;-18.9;-29.23;-38.92;48.34;46.44;-47.39;-50.71;-10.34;-85.54;68.33;
-8.58;-7.64;-12.06;-0.48;-11.1;-14.76;-15.28;-18.1;-21.44;-22.13;-20.19;-18.6;-19.26;-29.46;-39.1;48.16;46.1;-47.51;-50.93;-10.07;-85.48;67.91;
-8.59;-7.87;-12.35;-0.93;-11.41;-14.52;-15.29;-18.48;-21.71;-22.41;-20.38;-18.71;-19.55;-29.66;-39.37;47.83;45.77;-47.68;-51.19;-9.94;-85.37;67.57;
-8.59;-8.21;-12.57;-1.33;-11.83;-14.3;-15.29;-18.78;-21.87;-22.76;-20.47;-18.87;-19.86;-29.91;-39.64;47.56;45.46;-47.82;-51.42;-10.08;-84.99;67.52;
-8.57;-8.69;-12.78;-1.58;-12.22;-14.11;-15.29;-18.97;-21.89;-22.96;-20.4;-19.24;-20.13;-30.07;-39.89;47.15;45.1;-48.01;-51.63;-10.35;-84.6;67.59;
-8.54;-9.22;-12.85;-1.79;-12.73;-13.9;-15.29;-19.03;-21.83;-23.04;-20.3;-19.67;-20.26;-30.12;-40.02;46.96;45.03;-47.96;-51.93;-10.69;-84.32;67.66;
-8.54;-9.7;-12.87;-2.02;-13.13;-13.69;-15.28;-19;-21.62;-23.01;-20.1;-20.06;-20.2;-30.05;-39.92;47.05;45.13;-47.81;-51.96;-11.12;-84.09;67.87;
-8.57;-10;-12.86;-2.16;-13.39;-13.55;-15.26;-18.87;-21.45;-22.94;-19.94;-20.36;-20.11;-29.95;-39.78;47.1;45.27;-47.8;-51.94;-11.55;-83.89;68.11;
-8.59;-10.17;-12.81;-2.4;-13.51;-13.56;-15.18;-18.79;-21.4;-22.93;-19.85;-20.43;-20.06;-29.85;-39.55;47.27;45.4;-47.72;-51.59;-11.85;-83.75;68.27;
-8.6;-10.12;-12.7;-2.6;-13.6;-13.65;-14.71;-18.73;-21.44;-22.91;-19.94;-20.46;-20.09;-29.71;-39.36;47.44;45.61;-47.62;-51.37;-12.04;-83.77;68.12;
-8.59;-10.01;-12.55;-2.79;-13.55;-13.86;-14.05;-18.7;-21.58;-22.94;-20.08;-20.46;-20.2;-29.7;-39.19;47.61;45.85;-47.61;-51.32;-12.01;-83.81;68.06;
-8.61;-9.85;-12.3;-2.96;-13.48;-14.05;-13.87;-18.79;-21.72;-22.96;-20.2;-20.37;-20.25;-29.64;-39.07;47.66;45.94;-47.54;-51.09;-11.87;-83.91;68.08;
-8.6;-9.65;-12.14;-3.13;-13.41;-14.16;-13.93;-18.86;-21.79;-22.92;-20.3;-20.32;-20.29;-29.64;-39.01;47.75;46.02;-47.56;-50.85;-11.66;-83.94;67.83;
-8.61;-9.57;-11.93;-3.16;-13.35;-14.32;-14;-18.96;-21.92;-23.06;-20.35;-20.25;-20.33;-29.6;-38.99;47.8;46.09;-47.57;-50.74;-11.39;-84.03;67.44;
-8.61;-9.52;-11.75;-3.09;-13.3;-14.31;-14;-18.99;-22.06;-23.19;-20.39;-20.28;-20.43;-29.59;-39.03;47.79;46.07;-47.63;-50.77;-11.25;-84.15;67.16;
-8.6;-9.51;-11.68;-2.93;-13.25;-14.14;-13.86;-19.04;-22.22;-23.3;-20.5;-20.44;-20.56;-29.67;-39.1;47.72;46.06;-47.61;-50.86;-11.27;-84.16;66.92;
-8.59;-9.62;-11.8;-2.74;-13.24;-13.91;-13.47;-19.15;-22.38;-23.37;-20.56;-20.58;-20.64;-29.76;-39.13;47.64;46.05;-47.51;-50.91;-11.4;-84.15;66.79;
-8.59;-9.81;-12.04;-2.51;-13.25;-13.64;-12.9;-19.23;-22.49;-23.46;-20.71;-20.68;-20.66;-29.81;-39.2;47.51;45.99;-47.23;-51.09;-11.56;-84.06;66.77;
-8.59;-9.99;-12.28;-2.31;-13.32;-13.35;-12.25;-19.26;-22.54;-23.4;-20.79;-20.73;-20.65;-29.85;-39.27;47.57;46;-47.09;-51.23;-11.74;-83.71;66.94;
-8.6;-10.26;-12.46;-2.12;-13.31;-13.11;-11.62;-19.26;-22.5;-23.33;-20.8;-20.72;-20.51;-29.87;-39.39;47.72;46.13;-46.99;-51.31;-11.74;-83.45;67.24;
-8.61;-10.5;-12.47;-2.15;-13.26;-12.9;-11.09;-19.15;-22.43;-23.19;-20.74;-20.72;-20.4;-29.82;-39.42;47.9;46.32;-46.76;-51.36;-11.84;-83.15;67.64;
-8.64;-10.59;-12.39;-2.26;-13.24;-12.7;-10.66;-19.07;-22.31;-23.1;-20.61;-20.76;-20.29;-29.75;-39.35;48.15;46.52;-46.35;-51.28;-12.01;-82.75;68.19;
-8.64;-10.73;-12.13;-2.44;-13.22;-12.62;-10.35;-18.93;-22.16;-22.97;-20.49;-20.74;-20.18;-29.66;-39.18;48.42;46.77;-46.18;-50.99;-12.04;-82.36;68.7;
-8.64;-10.83;-11.82;-2.63;-13.27;-12.58;-10.1;-18.81;-22.03;-22.83;-20.35;-20.84;-20.14;-29.53;-39.07;48.73;46.96;-46.11;-50.62;-11.97;-82.16;68.99;
-8.64;-10.83;-11.51;-2.77;-13.31;-12.7;-9.86;-18.61;-21.87;-22.66;-20.19;-20.88;-20;-29.32;-38.96;49.11;47.23;-45.94;-50.28;-11.84;-82.21;69.16;
-8.62;-10.8;-11.18;-2.86;-13.29;-12.86;-9.62;-18.48;-21.7;-22.47;-19.99;-20.95;-19.94;-29.09;-38.85;49.39;47.45;-45.69;-49.98;-11.87;-82.3;69.13;
-8.6;-10.74;-10.82;-2.92;-13.22;-13.1;-9.35;-18.28;-21.48;-22.24;-19.75;-20.92;-19.72;-28.86;-38.67;49.57;47.61;-45.7;-49.58;-11.96;-82.5;69.14;
-8.6;-10.59;-10.57;-2.92;-13.06;-13.31;-9.01;-18.06;-21.25;-22;-19.54;-20.86;-19.5;-28.62;-38.39;49.73;47.75;-45.75;-49.35;-12.11;-82.81;69.01;
-8.6;-10.45;-10.3;-2.76;-12.79;-13.44;-8.6;-17.95;-21.01;-21.86;-19.26;-20.75;-19.38;-28.43;-38.17;49.78;47.81;-45.84;-49.29;-12.24;-83.03;68.65;
-8.6;-10.3;-10.11;-2.58;-12.49;-13.38;-8.13;-17.81;-20.95;-21.8;-19.24;-20.54;-19.3;-28.31;-38.02;49.67;47.82;-45.94;-49.3;-12.27;-83.2;68.3;
-8.6;-10.09;-10.13;-2.52;-12.16;-13.22;-7.63;-17.84;-20.9;-21.86;-19.26;-20.27;-19.3;-28.28;-37.98;49.57;47.71;-46.13;-49.44;-12.2;-83.16;67.96;
-8.61;-9.8;-10.32;-2.46;-11.96;-13.04;-7.14;-17.91;-21.02;-21.99;-19.33;-20.06;-19.39;-28.38;-38;49.25;47.47;-46.18;-49.78;-12.18;-82.98;67.72;
-8.59;-9.65;-10.55;-2.43;-11.74;-12.85;-6.62;-18;-21.1;-22.13;-19.42;-19.83;-19.53;-28.56;-38.09;49;47.2;-46.24;-50.07;-11.97;-82.67;67.73;
-8.6;-9.63;-10.83;-2.5;-11.59;-12.54;-6.19;-18.1;-21.18;-22.28;-19.52;-19.64;-19.65;-28.64;-38.17;48.83;46.99;-46.24;-50.34;-11.78;-82.22;67.78;
-8.59;-9.69;-11.06;-2.68;-11.53;-12.25;-5.83;-18.14;-21.32;-22.35;-19.59;-19.51;-19.69;-28.74;-38.22;48.67;46.88;-46.19;-50.54;-11.59;-81.86;67.97;
-8.6;-9.85;-11.25;-2.89;-11.58;-12;-5.52;-18.08;-21.46;-22.41;-19.55;-19.49;-19.66;-28.81;-38.21;48.62;46.89;-46.07;-50.58;-11.39;-81.67;68.16;
-8.6;-10.02;-11.35;-3.19;-11.8;-11.8;-5.21;-17.89;-21.46;-22.35;-19.44;-19.54;-19.53;-28.78;-38.27;48.7;46.88;-45.99;-50.48;-11.28;-81.31;68.49;
-8.59;-10.23;-11.24;-3.41;-12.12;-11.77;-4.89;-17.68;-21.37;-22.12;-19.19;-19.69;-19.35;-28.64;-38.2;48.82;47.08;-45.84;-50.19;-11.33;-81.11;68.8;
-8.59;-10.34;-11.22;-3.54;-12.32;-11.9;-4.53;-17.51;-21.07;-21.72;-18.89;-19.88;-19.05;-28.36;-37.99;49.1;47.34;-45.81;-49.82;-11.44;-81.04;69;
-8.59;-10.2;-11.05;-3.69;-12.43;-12.24;-4.12;-17.31;-20.83;-21.35;-18.62;-20.03;-18.85;-28.17;-37.87;49.3;47.51;-45.76;-49.4;-11.57;-81.14;69.08;
-8.58;-9.9;-10.97;-3.77;-12.45;-12.72;-3.68;-17.13;-20.47;-21.06;-18.41;-20.07;-18.6;-28.07;-37.74;49.44;47.77;-45.69;-49.15;-11.83;-81.39;69.2;
-8.59;-9.56;-10.88;-3.77;-12.3;-13.22;-3.17;-17.03;-20.17;-20.73;-18.19;-20.03;-18.29;-27.88;-37.65;49.62;47.93;-45.71;-48.99;-12.01;-81.61;69.29;
-8.58;-9.23;-10.65;-3.59;-12.08;-13.68;-2.7;-16.91;-19.84;-20.49;-17.96;-20;-18.03;-27.74;-37.46;49.72;48.11;-45.56;-48.77;-12.02;-81.97;69.17;
-8.59;-8.93;-10.58;-3.27;-11.81;-14.14;-2.23;-16.89;-19.62;-20.37;-17.81;-19.85;-17.86;-27.66;-37.28;49.88;48.16;-45.5;-48.73;-12.07;-82.15;69.15;
-8.59;-8.64;-10.75;-2.85;-11.53;-14.4;-1.78;-16.97;-19.52;-20.36;-17.82;-19.64;-17.81;-27.66;-37.24;50.01;48.13;-45.48;-48.88;-11.99;-82.08;69.28;
-8.59;-8.38;-11;-2.34;-11.28;-14.46;-1.32;-17.05;-19.63;-20.45;-17.83;-19.48;-17.86;-27.66;-37.29;50.03;48.13;-45.32;-49.03;-11.81;-82.02;69.52;
-8.57;-8.33;-11.44;-1.95;-11.12;-14.48;-0.86;-17.09;-19.74;-20.6;-17.98;-19.23;-17.95;-27.75;-37.48;49.88;48.07;-45.23;-49.29;-11.49;-81.93;69.51;
-8.57;-8.38;-11.89;-1.67;-10.94;-14.38;-0.4;-17.16;-19.91;-20.72;-18.11;-19;-18.1;-27.97;-37.64;49.74;48.01;-45.12;-49.56;-11.18;-81.75;69.56;
-8.57;-8.42;-12.33;-1.41;-10.8;-14.35;0.1;-17.26;-20.05;-20.88;-18.18;-18.88;-18.26;-28.13;-37.8;49.58;47.91;-45.07;-49.77;-10.81;-81.69;69.6;
-8.59;-8.58;-12.73;-1.19;-10.67;-14.35;0.53;-17.24;-20.04;-20.93;-18.25;-18.63;-18.36;-28.34;-37.92;49.52;47.81;-45.05;-50.02;-10.5;-81.49;69.62;
-8.6;-8.72;-12.93;-0.98;-10.59;-14.33;1.01;-17.05;-19.93;-20.99;-18.23;-18.44;-18.39;-28.48;-38.07;49.41;47.81;-44.95;-50.2;-10.36;-81.29;69.71;
-8.6;-8.85;-12.99;-0.8;-10.52;-14.31;1.55;-16.84;-19.82;-20.92;-18.23;-18.32;-18.26;-28.45;-38.09;49.49;47.88;-45.09;-50.19;-10.32;-81.29;69.82;
-8.6;-9.02;-12.83;-0.6;-10.61;-14.36;2.09;-16.65;-19.6;-20.75;-18.11;-18.22;-18.07;-28.28;-38.01;49.67;47.83;-44.92;-50.08;-10.3;-81.43;70.1;
-8.6;-9.07;-12.57;-0.46;-10.66;-14.46;2.64;-16.44;-19.5;-20.55;-17.93;-18.22;-17.94;-28.09;-37.96;49.94;47.96;-44.7;-49.89;-10.21;-81.72;70.31;
-8.6;-9.04;-12.38;-0.23;-10.79;-14.61;3.13;-16.22;-19.33;-20.33;-17.69;-18.26;-17.81;-27.91;-37.87;50.19;48.14;-44.64;-49.59;-10.06;-82.04;70.35;
-8.59;-8.95;-12.22;-0.04;-11.01;-14.78;3.66;-15.97;-19.14;-20.03;-17.43;-18.38;-17.57;-27.72;-37.65;50.36;48.31;-44.62;-49.39;-9.87;-82.42;70.48;
-8.57;-8.81;-12.06;0.02;-11.13;-14.96;4.1;-15.77;-18.87;-19.78;-17.25;-18.55;-17.37;-27.51;-37.36;50.58;48.46;-44.58;-49.21;-9.81;-82.69;70.7;
-8.58;-8.67;-11.97;0;-11.18;-15.07;4.41;-15.71;-18.65;-19.58;-17.15;-18.67;-17.14;-27.23;-37.15;50.72;48.59;-44.48;-48.98;-9.76;-82.96;70.92;
-8.57;-8.55;-12.01;-0.06;-11.12;-15.18;4.65;-15.76;-18.64;-19.56;-17.26;-18.71;-17.01;-27.09;-36.97;50.81;48.65;-44.51;-48.74;-9.63;-82.94;70.96;
-8.58;-8.36;-12.16;-0.2;-10.94;-15.14;4.89;-15.97;-18.87;-19.7;-17.57;-18.8;-17;-27.09;-36.92;50.84;48.46;-44.64;-48.61;-9.6;-82.68;70.68;
-8.59;-8.22;-12.36;-0.48;-10.71;-15.04;5.03;-16.29;-19.29;-19.99;-17.99;-18.67;-17.14;-27.3;-37.09;50.53;48.23;-44.92;-48.79;-9.61;-82.25;70.29;
-8.59;-8.26;-12.56;-0.81;-10.47;-14.88;5.23;-16.78;-19.78;-20.45;-18.52;-18.63;-17.45;-27.59;-37.37;50.14;48.04;-45.08;-49.01;-9.57;-82.05;69.77;
-8.6;-8.45;-12.85;-1.29;-10.14;-14.77;5.4;-17.3;-20.18;-20.86;-18.93;-18.39;-17.84;-27.93;-37.68;49.73;47.78;-45.22;-49.34;-9.6;-81.75;69.04;
-8.58;-8.8;-13.04;-1.71;-9.84;-14.6;5.54;-17.78;-20.67;-21.31;-19.35;-18.18;-18.26;-28.37;-38.13;49.27;47.42;-45.42;-49.83;-9.66;-81.43;68.59;
-8.58;-9.31;-13.21;-1.94;-9.68;-14.4;5.78;-18.18;-21.07;-21.73;-19.61;-17.94;-18.62;-28.7;-38.5;48.78;47.05;-45.71;-50.06;-9.7;-81.27;68.34;
-8.58;-9.91;-13.35;-2.09;-9.61;-14.05;5.93;-18.43;-21.27;-21.98;-19.68;-17.73;-18.97;-28.91;-38.75;48.51;46.67;-46;-50.45;-9.64;-81.28;68.34;
-8.57;-10.49;-13.38;-2.23;-9.68;-13.8;6.06;-18.6;-21.25;-22.11;-19.61;-17.59;-19.13;-28.97;-38.84;48.39;46.53;-46.01;-50.62;-9.67;-81.34;68.33;
-8.55;-10.82;-13.38;-2.45;-10.03;-13.59;6.15;-18.63;-21.08;-22;-19.45;-17.62;-19.21;-28.91;-38.85;48.33;46.52;-46.09;-50.64;-9.74;-81.51;68.53;
-8.55;-10.98;-13.35;-2.63;-10.38;-13.51;6.16;-18.57;-20.99;-21.91;-19.34;-17.58;-19.26;-28.8;-38.69;48.36;46.54;-46.15;-50.58;-9.67;-81.76;68.75;
-8.55;-10.92;-13.18;-2.78;-10.79;-13.5;6.07;-18.54;-20.95;-21.91;-19.31;-17.8;-19.23;-28.79;-38.54;48.49;46.58;-46.08;-50.29;-9.73;-82.06;68.77;
-8.56;-10.7;-12.99;-2.93;-11.25;-13.64;5.95;-18.49;-20.96;-21.87;-19.25;-18.02;-19.27;-28.65;-38.4;48.75;46.84;-45.94;-50.15;-9.76;-82.29;68.73;
-8.56;-10.45;-12.79;-3.06;-11.62;-13.88;5.65;-18.53;-20.96;-21.94;-19.32;-18.28;-19.31;-28.61;-38.19;48.92;47;-45.9;-50.09;-9.54;-82.35;68.78;
-8.57;-10.23;-12.62;-3.14;-11.9;-14.16;5.42;-18.52;-20.94;-21.94;-19.4;-18.7;-19.39;-28.63;-38.09;49.1;47.18;-45.91;-49.97;-9.31;-82.29;68.62;
-8.58;-10.1;-12.5;-3.19;-12.1;-14.36;5.21;-18.49;-21.04;-22;-19.51;-19.07;-19.4;-28.53;-37.95;49.21;47.31;-45.94;-49.92;-9.13;-82.08;68.27;
-8.57;-10.02;-12.43;-3.15;-12.19;-14.41;5.08;-18.51;-21.19;-22.16;-19.68;-19.37;-19.45;-28.5;-37.94;49.21;47.38;-45.89;-49.97;-9.13;-81.6;67.92;
-8.58;-10.03;-12.37;-3.1;-12.2;-14.36;5.05;-18.53;-21.36;-22.32;-19.81;-19.7;-19.54;-28.57;-37.98;49.17;47.36;-45.95;-50.06;-9.37;-81.36;67.5;
-8.57;-10.07;-12.41;-2.96;-12.21;-14.22;4.96;-18.68;-21.54;-22.56;-19.99;-19.78;-19.76;-28.7;-38.1;49.05;47.25;-46;-50.13;-9.72;-81.07;67.33;
-8.56;-10.22;-12.5;-2.8;-12.24;-13.95;4.82;-18.77;-21.64;-22.72;-20.17;-19.84;-19.95;-28.9;-38.27;48.9;47.14;-46.05;-50.27;-10.12;-80.59;67.35;
-8.57;-10.47;-12.69;-2.55;-12.25;-13.61;4.58;-18.88;-21.72;-22.79;-20.21;-19.74;-20.03;-29.05;-38.39;48.77;47;-46.06;-50.44;-10.58;-80.36;67.5;
-8.58;-10.78;-12.94;-2.21;-12.27;-13.25;4.25;-18.97;-21.75;-22.86;-20.36;-19.64;-20.07;-29.18;-38.54;48.75;46.93;-46.05;-50.6;-11.06;-80.37;67.72;
-8.58;-11.05;-13.04;-2.13;-12.32;-12.96;3.84;-19.02;-21.64;-22.79;-20.39;-19.64;-19.97;-29.16;-38.57;48.8;47;-45.92;-50.61;-11.37;-80.47;68.02;
-8.58;-11.21;-12.93;-2.23;-12.36;-12.76;3.44;-19.02;-21.57;-22.7;-20.32;-19.75;-19.88;-29.09;-38.52;48.96;47.16;-45.56;-50.59;-11.4;-80.73;68.36;
-8.58;-11.39;-12.61;-2.47;-12.48;-12.69;3.08;-18.84;-21.57;-22.59;-20.25;-19.83;-19.83;-28.98;-38.49;49.12;47.37;-45.18;-50.44;-11.32;-80.95;68.92;
-8.59;-11.46;-12.18;-2.77;-12.6;-12.64;2.74;-18.72;-21.57;-22.45;-20.16;-19.93;-19.68;-28.87;-38.4;49.4;47.58;-44.95;-50.08;-11.09;-81.33;69.21;
-8.58;-11.47;-11.85;-3.02;-12.73;-12.75;2.44;-18.59;-21.53;-22.28;-19.98;-19.94;-19.6;-28.68;-38.28;49.69;47.73;-44.71;-49.75;-10.79;-81.55;69.35;
-8.59;-11.44;-11.48;-3.08;-12.82;-12.89;1.97;-18.45;-21.37;-22.04;-19.76;-20.02;-19.45;-28.45;-38.08;50;48;-44.45;-49.46;-10.46;-81.73;69.43;
-8.59;-11.39;-11.16;-2.99;-12.94;-13.1;1.44;-18.24;-21.06;-21.76;-19.53;-20.12;-19.33;-28.15;-37.81;50.29;48.2;-44.22;-49.17;-10.46;-81.67;69.56;
-8.57;-11.23;-10.89;-2.85;-13.02;-13.36;1.05;-18;-20.73;-21.49;-19.24;-20.23;-19.12;-27.77;-37.55;50.44;48.38;-44.15;-48.96;-10.64;-81.47;69.61;
-8.57;-11.15;-10.7;-2.64;-13.06;-13.53;0.66;-17.77;-20.51;-21.33;-19;-20.38;-18.95;-27.59;-37.35;50.44;48.52;-44.18;-48.77;-10.9;-81.07;69.29;
-8.56;-10.97;-10.61;-2.5;-13.04;-13.6;0.29;-17.67;-20.32;-21.24;-18.89;-20.41;-18.87;-27.43;-37.21;50.47;48.56;-44.33;-48.7;-11.12;-80.7;68.91;
-8.57;-10.79;-10.68;-2.31;-12.98;-13.53;0.01;-17.59;-20.26;-21.24;-18.87;-20.46;-18.83;-27.42;-37.17;50.37;48.48;-44.54;-48.78;-11.29;-80.36;68.58;
-8.57;-10.6;-10.8;-2.13;-12.81;-13.4;-0.37;-17.68;-20.33;-21.38;-19;-20.5;-18.94;-27.64;-37.19;50.24;48.36;-44.8;-48.97;-11.39;-79.94;68.3;
-8.55;-10.47;-10.98;-2.04;-12.63;-13.16;-0.73;-17.84;-20.49;-21.6;-19.18;-20.51;-19.17;-27.79;-37.34;50.01;48.17;-45.01;-49.27;-11.38;-79.65;68.16;
-8.56;-10.46;-11.26;-2.04;-12.41;-12.89;-1.2;-18.06;-20.7;-21.84;-19.4;-20.43;-19.3;-28.02;-37.51;49.74;48.03;-45.16;-49.61;-11.53;-79.57;68.19;
-8.55;-10.45;-11.55;-2.18;-12.24;-12.66;-1.66;-18.29;-20.89;-21.97;-19.54;-20.45;-19.42;-28.12;-37.6;49.6;47.84;-45.28;-49.87;-11.65;-79.67;68.24;
-8.53;-10.61;-11.74;-2.48;-12.05;-12.44;-2.14;-18.34;-21.12;-22.02;-19.58;-20.35;-19.45;-28.18;-37.57;49.48;47.74;-45.36;-50.06;-11.67;-79.88;68.37;
-8.54;-10.82;-11.8;-2.89;-11.85;-12.27;-2.6;-18.22;-21.12;-21.96;-19.44;-20.28;-19.3;-28.18;-37.57;49.46;47.73;-45.24;-50;-11.68;-80.24;68.68;
-8.53;-10.99;-11.75;-3.27;-11.68;-12.22;-2.98;-17.95;-21.09;-21.78;-19.2;-20.22;-19.12;-28.01;-37.53;49.52;47.76;-45.15;-49.81;-11.73;-80.6;69.04;
-8.52;-11.09;-11.65;-3.6;-11.58;-12.41;-3.39;-17.68;-21;-21.5;-18.85;-20.04;-18.81;-27.74;-37.34;49.58;47.9;-45;-49.48;-11.83;-80.89;69.34;
